Sym,Time,Bot/Sld,Price,Quantity,Commision,P&L,Amount,Trade Type
DESP,3/15/2024 9:50,Sld,10.72,449,,-397.365,4813.28,Closing
TALK,3/15/2024 9:44,Sld,3.17,772,,-135.1,2447.24,Closing
TALK,3/15/2024 9:44,Sld,3.17,772,,-135.1,2447.24,Closing
DESP,3/15/2024 9:39,Bot,11.66,449,,,5235.34,Opening
DESP,3/15/2024 9:39,Bot,11.55,449,,,5185.95,Opening
SOXS,3/14/2024 15:42,Bot,3.57,1314,,,4690.98,Opening
SOXS,3/14/2024 15:42,Bot,3.57,1314,,,4690.98,Opening
BUR,3/14/2024 10:22,Sld,14.07,1365,,-354.9,19205.55,Closing
BUR,3/14/2024 10:22,Sld,14.07,1365,,-354.9,19205.55,Closing
SOUN,3/14/2024 9:52,Sld,7.61,592,,17.76,4505.12,Closing
SOUN,3/14/2024 9:52,Sld,7.66,592,,47.36,4534.72,Closing
LAC,3/14/2024 9:46,Sld,6.8,739,,-410.145,5025.2,Closing
LAC,3/14/2024 9:46,Sld,6.82,739,,-395.365,5039.98,Closing
BUR,3/14/2024 9:45,Bot,14.33,1365,,,19560.45,Opening
BUR,3/14/2024 9:45,Bot,14.33,1365,,,19560.45,Opening
LAC,3/14/2024 9:40,Bot,7.35,739,,,5431.65,Opening
LAC,3/14/2024 9:40,Bot,7.36,739,,,5439.04,Opening
LAC,3/14/2024 9:39,Sld,7.47,2366,,-189.28,17674.02,Closing
LAC,3/14/2024 9:39,Bot,7.49,1183,,,8860.67,Opening
LAC,3/14/2024 9:38,Bot,7.61,1183,,,9002.63,Opening
SOUN,3/13/2024 11:09,Bot,7.58,592,,,4487.36,Opening
SOUN,3/13/2024 11:09,Bot,7.58,592,,,4487.36,Opening
ROOT,3/13/2024 10:50,Sld,45.58,120,,3915.6,5469.6,Closing
DTST,3/13/2024 9:50,Bot,6.08,403,,,2450.24,Opening
DTST,3/13/2024 9:49,Bot,6.14,403,,,2474.42,Opening
TALK,3/13/2024 9:43,Bot,3.35,772,,,2586.2,Opening
TALK,3/13/2024 9:43,Bot,3.34,772,,,2578.48,Opening
KLXE,3/13/2024 9:37,Bot,7.4,537,,-112.77,3973.8,Opening
KLXE,3/13/2024 9:37,Bot,7.4,537,,-112.77,3973.8,Opening
SNOW,3/13/2024 9:34,Bot,162.21,52,,2.34,8434.92,Opening
SNOW,3/13/2024 9:34,Bot,162.28,52,,-1.3,8438.56,Opening
KLXE,3/12/2024 14:58,Sld,7.19,537,,,3861.03,Closing
KLXE,3/12/2024 14:57,Sld,7.19,537,,,3861.03,Closing
REAX,3/12/2024 11:41,Sld,3.22,1123,,-168.45,3616.06,Closing
REAX,3/12/2024 11:41,Sld,3.22,1123,,-168.45,3616.06,Closing
COIN,3/12/2024 9:34,Sld,251.78,20,,400.3,5035.6,Closing
ML,3/11/2024 9:56,Sld,64.03,31,,1.55,1984.93,Closing
NVTS,3/11/2024 9:37,Bot,5.16,794,,-182.62,4097.04,Opening
NVTS,3/11/2024 9:37,Bot,5.16,794,,-182.62,4097.04,Opening
CAVA,3/11/2024 9:30,Sld,62.75,81,,-220.32,5082.75,Closing
CAVA,3/11/2024 9:30,Sld,62.83,81,,-213.84,5089.23,Closing
SNOW,3/8/2024 15:12,Sld,162.26,52,,,8437.52,Closing
SNOW,3/8/2024 15:11,Sld,162.25,52,,,8437,Closing
NVTS,3/8/2024 15:06,Sld,4.93,794,,,3914.42,Closing
NVTS,3/8/2024 15:06,Sld,4.93,794,,,3914.42,Closing
CVNA,3/8/2024 13:04,Sld,84.71,107,,-269.105,9063.97,Closing
CVNA,3/8/2024 13:04,Sld,84.77,107,,-262.685,9070.39,Closing
META,3/8/2024 12:19,Sld,505.62,45,,5.625,22752.9,Closing
META,3/8/2024 12:19,Sld,506.11,45,,27.675,22774.95,Closing
TSM,3/8/2024 11:30,Sld,150.16,31,,4.495,4654.96,Closing
TSM,3/8/2024 11:29,Sld,150.44,31,,13.175,4663.64,Closing
COIN,3/8/2024 10:30,Sld,270.15,20,,767.7,5403,Closing
CAVA,3/8/2024 9:53,Bot,65.46,81,,,5302.26,Opening
CAVA,3/8/2024 9:53,Bot,65.48,81,,,5303.88,Opening
CVNA,3/8/2024 9:38,Bot,87.26,107,,,9336.82,Opening
CVNA,3/8/2024 9:38,Bot,87.19,107,,,9329.33,Opening
CVNA,3/8/2024 9:34,Sld,85.37,63,,-130.725,5378.31,Closing
CVNA,3/8/2024 9:34,Sld,85.51,63,,-121.905,5387.13,Closing
CVNA,3/8/2024 9:32,Bot,87.71,63,,,5525.73,Opening
CVNA,3/8/2024 9:32,Bot,87.18,63,,,5492.34,Opening
TSM,3/7/2024 15:58,Bot,150.03,31,,,4650.93,Opening
TSM,3/7/2024 15:58,Bot,150,31,,,4650,Opening
ML,3/7/2024 10:57,Sld,70.69,31,,208.01,2191.39,Closing
TGTX,3/7/2024 10:29,Sld,18.44,90,,2.25,1659.6,Closing
TGTX,3/7/2024 10:29,Sld,18.44,90,,2.25,1659.6,Closing
ML,3/7/2024 9:51,Bot,63.98,31,,,1983.38,Opening
ML,3/7/2024 9:51,Bot,63.98,31,,,1983.38,Opening
META,3/7/2024 9:39,Bot,505.72,45,,,22757.4,Opening
EVGO,3/7/2024 9:39,Sld,2.99,1198,,-347.42,3582.02,Closing
EVGO,3/7/2024 9:39,Sld,2.99,1198,,-347.42,3582.02,Closing
META,3/7/2024 9:39,Bot,505.27,45,,,22737.15,Opening
REAX,3/7/2024 9:33,Bot,3.39,1123,,,3806.97,Opening
REAX,3/7/2024 9:32,Bot,3.35,1123,,,3762.05,Opening
FULC,3/6/2024 13:44,Sld,12.16,80,,-109.6,972.8,Closing
FULC,3/6/2024 13:44,Sld,12.18,80,,-108,974.4,Closing
AMD,3/6/2024 10:13,Sld,209.01,43,,1011.575,8987.43,Closing
FULC,3/6/2024 9:52,Bot,13.54,80,,,1083.2,Opening
FULC,3/6/2024 9:52,Bot,13.52,80,,,1081.6,Opening
EVGO,3/6/2024 9:33,Bot,3.31,1198,,,3965.38,Opening
EVGO,3/6/2024 9:33,Bot,3.25,1198,,,3893.5,Opening
HIMS,3/6/2024 9:30,Sld,13.35,147,,-191.1,1962.45,Closing
HIMS,3/6/2024 9:30,Sld,13.35,147,,-191.1,1962.45,Closing
MDB,3/6/2024 9:30,Bot,420.25,10,,-101.3,4202.5,Opening
MDB,3/6/2024 9:30,Bot,420.25,10,,-101.3,4202.5,Opening
META,3/6/2024 9:30,Bot,497.63,70,,-535.85,34834.1,Opening
META,3/6/2024 9:30,Bot,497.63,70,,-535.85,34834.1,Opening
